Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.36,Scribner,Hardcover,592,2016,2016,,2020/03/01,to-read,to-read (#266),to-read,,,,0,0
60029,Artful Sentences: Syntax as Style,Virginia Tufte,"Tufte, Virginia",,"=""0961392185""","=""9780961392185""",0,4.09,Graphics Pr,Paperback,308,2006,2006,,2020/03/01,to-read,to-read (#265),to-read,,,,0,0
254489,Origins of Genius: Darwinian Perspectives on Creativity,Dean Keith Simonton,"Simonton, Dean Keith",,"=""0195128796""","=""9780195128796""",0,3.74,Oxford University Press,Hardcover,320,1999,1999,,2020/03/01,to-read,to-read (#264),to-read,,,,0,0
520738,On Ugliness,Umberto Eco,"Eco, Umberto",Alastair McEwen (translator),"=""0847829863""","=""9780847829866""",0,3.88,Rizzoli,Hardcover,456,2007,2007,,2020/03/01,to-read,to-read (#263),to-read,,,,0,0
69736,"Thinking with Type: A Critical Guide for Designers, Writers, Editors, and Students",Ellen Lupton,"Lupton, Ellen",,"=""1568984480""","=""9781568984483""",0,4.12,Princeton Architectural Press,Paperback,176,2004,2004,,2020/03/01,to-read,to-read (#262),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.85,Oxford University Press,Hardcover,352,2014,2014,,2020/03/01,to-read,to-read (#261),to-read,,,,0,0
2002987,Anthropic Bias: Observation Selection Effects in Science and Philosophy (Studies in Philosophy),Nick Bostrom,"Bostrom, Nick",,"=""0415938589""","=""9780415938587""",0,3.99,Routledge,Hardcover,240,2002,2002,,2020/03/01,to-read,to-read (#260),to-read,,,,0,0
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",0,3.99,William Morrow,Hardcover,1044,2011,2011,,2020/03/01,to-read,to-read (#259),to-read,,,,0,0
8078106,The Ghosts of Cannae: Hannibal and the Darkest Hour of the Roman Republic,Robert L. O'Connell,"O'Connell, Robert L.",,"=""1400067022""","=""9781400067022""",0,4.09,Random House (NYC),Hardcover,336,2010,2010,,2020/03/01,to-read,to-read (#258),to-read,,,,0,0
774046,Hannibal,Theodore Ayrault Dodge,"Dodge, Theodore Ayrault",,"=""0306813629""","=""9780306813627""",0,4.15,Da Capo Press,Paperback,704,2004,1891,,2020/03/01,to-read,to-read (#257),to-read,,,,0,0
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",0,4.04,Metropolitan Books,Hardcover,208,2009,2009,,2020/03/01,to-read,to-read (#256),to-read,,,,0,0
7624457,How to Live: A Life of Montaigne in One Question and Twenty Attempts at an Answer,Sarah Bakewell,"Bakewell, Sarah",,"=""0701178922""","=""9780701178925""",0,4.02,Chatto & Windus,Hardcover,387,2010,2010,,2020/03/01,to-read,to-read (#255),to-read,,,,0,0
46178699,Scratched: A Memoir of Perfectionism,Elizabeth Tallent,"Tallent, Elizabeth",,"=""0062410377""","=""9780062410375""",0,3.09,Harper,Hardcover,240,2020,2020,,2020/03/01,to-read,to-read (#254),to-read,,,,0,0
289751,Proust and the Squid: The Story and Science of the Reading Brain,Maryanne Wolf,"Wolf, Maryanne",,"=""0060186399""","=""9780060186395""",0,3.85,Harper,Hardcover,308,2007,2007,,2020/03/01,to-read,to-read (#253),to-read,,,,0,0
43121,Bright Earth: Art and the Invention of Color,Philip Ball,"Ball, Philip",,"=""0226036286""","=""9780226036281""",0,4.05,University of Chicago Press,Paperback,382,2003,1999,,2020/03/01,to-read,to-read (#252),to-read,,,,0,0
22609485,The Soul of an Octopus: A Surprising Exploration into the Wonder of Consciousness,Sy Montgomery,"Montgomery, Sy",,"=""1451697716""","=""9781451697711""",0,3.94,Atria Books,Hardcover,261,2015,2015,,2020/03/01,to-read,to-read (#251),to-read,,,,0,0
45734773,The Lost Book of Adana Moreau,Michael  Zapata,"Zapata, Michael",,"=""1335010122""","=""9781335010124""",3,3.58,Hanover Square Press,Hardcover,272,2020,2020,2020/03/01,2020/02/25,2020,2020 (#20),read,,,,1,0
81107,"The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy",Jon Gordon,"Gordon, Jon",Ken Blanchard,"=""0470100281""","=""9780470100288""",4,3.84,Wiley,Hardcover,192,2007,2007,2020/02/25,2020/02/24,2020,2020 (#19),read,,,,1,0
45170477,The Man in the Red Coat,Julian Barnes,"Barnes, Julian",,"=""147357403X""","=""9781473574038""",0,3.67,Vintage Digital,Kindle Edition,311,2019,2019,,2020/02/25,to-read,to-read (#250),to-read,,,,0,0
438538,"The Last Duel: A True Story of Crime, Scandal, and Trial by Combat in Medieval France",Eric Jager,"Jager, Eric",,"=""""","=""""",0,3.97,Broadway,Hardcover,242,2004,2004,,2020/02/23,to-read,to-read (#249),to-read,,,,0,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",5,4.12,Bantam Books,Paperback,352,1978,1937,2020/02/23,2020/01/18,2020,2020 (#18),read,,,,1,0
35137916,Sleep No More: Six Murderous Tales,P.D. James,"James, P.D.",,"=""0525520732""","=""9780525520733""",4,3.88,Knopf,Hardcover,194,2017,2017,2020/02/20,2020/02/15,2020,2020 (#16),read,,,,1,0
17235026,"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",0,3.95,Orbit ,Paperback,461,2014,2014,,2020/02/17,to-read,to-read (#248),to-read,,,,0,0
56450,"Trickster Makes This World: Mischief, Myth, and Art",Lewis Hyde,"Hyde, Lewis",,"=""0865475369""","=""9780865475366""",0,4.18,North Point Press,Paperback,432,1999,1997,,2020/02/11,to-read,to-read (#247),to-read,,,,0,0
7969594,Warbreaker,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.30,Gollancz,Paperback,652,2012,2009,2020/02/08,2019/04/20,2020,2020 (#13),read,,,,1,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",0,3.90,Doubleday Books,Hardcover,325,2018,2018,,2020/02/03,to-read,to-read (#246),to-read,,,,0,0
3587420,Theoretical Physics (Dover Books on Physics),Georg Joos,"Joos, Georg",Ira M. Freeman,"=""0486652270""","=""9780486652276""",0,4.15,Dover Publications,Paperback,928,1987,1987,,2020/02/03,to-read,to-read (#245),to-read,,,,0,0
33608721,Tell Me How It Ends: An Essay in Forty Questions,Valeria Luiselli,"Luiselli, Valeria",Lizzie Davis,"=""1566894956""","=""9781566894951""",0,4.39,Coffee House Press,Paperback,128,2017,2016,,2020/02/03,to-read,to-read (#244),to-read,,,,0,0
761381,The Halloween Tree,Ray Bradbury,"Bradbury, Ray",,"=""0375803017""","=""9780375803017""",0,3.77,Yearling,Paperback,145,2001,1972,,2020/02/02,to-read,to-read (#243),to-read,,,,0,0
18686848,Gigi,Colette,"Colette, Colette","Antonia White, Roger Senhouse","=""""","=""""",3,3.63,Penguin Books Ltd.,Mass Market Paperback,157,1961,1944,2020/02/02,2020/02/01,2020,2020 (#11),read,,,,1,0
50270,Master and Man,Leo Tolstoy,"Tolstoy, Leo",,"=""1421803674""","=""9781421803678""",0,4.00,,Hardcover,57,2006,1895,,2020/02/01,to-read,to-read (#242),to-read,,,,0,0
247917,The Death of Ivan Ilyich,Leo Tolstoy,"Tolstoy, Leo",Rosemary Edmonds,"=""0146001451""","=""9780146001451""",3,4.14,Penguin Books,Paperback,89,1996,1886,2020/02/01,2020/01/31,2020,2020 (#12),read,,,,1,0
40522814,Docile,K.M. Szpara,"Szpara, K.M.",,"=""125021615X""","=""9781250216151""",0,3.42,Tor.com,Hardcover,489,2020,2020,,2020/01/31,to-read,to-read (#241),to-read,,,,0,0
8151,Laughter in the Dark,Vladimir Nabokov,"Nabokov, Vladimir",John Banville,"=""0811216748""","=""9780811216746""",0,4.01,New Directions,Paperback,292,2006,1932,,2020/01/31,to-read,to-read (#240),to-read,,,,0,0
4652,In Our Time,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",3,3.74,Scribner,Paperback,156,2003,1924,2020/01/31,2020/01/30,2020,2020 (#10),read,,,,1,0
920395,Only Forward,Michael Marshall Smith,"Smith, Michael Marshall",,"=""0006512666""","=""9780006512660""",0,4.22,HarperCollins Publishers,Paperback,310,1998,1994,,2020/01/30,to-read,to-read (#239),to-read,,,,0,0
96334,The Pickup,Nadine Gordimer,"Gordimer, Nadine",,"=""0142001422""","=""9780142001424""",0,3.57,Penguin Books,Paperback,288,2002,2001,,2020/01/28,to-read,to-read (#238),to-read,,,,0,0
40877706,"Woven in Moonlight (Woven in Moonlight, #1)",Isabel Ibañez,"Ibañez, Isabel",,"=""1624148026""","=""9781624148026""",0,3.84,Page Street Books,Kindle Edition,384,2020,2020,,2020/01/26,to-read,to-read (#237),to-read,,,,0,0
5113,Franny and Zooey,J.D. Salinger,"Salinger, J.D.",,"=""0316769029""","=""9780316769020""",0,3.96,Back Bay Books,Paperback,201,2001,1957,,2020/01/25,to-read,to-read (#236),to-read,,,,0,0
36484673,Women are the Future of Islam,Sherin Khankan,"Khankan, Sherin",,"=""1846045878""","=""9781846045875""",0,3.72,Rider,Hardcover,256,2018,2017,,2020/01/25,to-read,to-read (#235),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",3,4.17,Celadon Books,Hardcover,336,2019,2019,2020/01/25,2019/09/13,2020,2020 (#7),read,,,,1,0
13642230,Van Gogh: The Life,Steven Naifeh,"Naifeh, Steven",Gregory White Smith,"=""0375758976""","=""9780375758973""",4,4.18,Random House Trade Paperbacks,Paperback,976,2012,2011,2020/01/14,2019/04/21,2020,2020 (#2),read,"I'm keen on reading and understanding the lives of artists, especially those artists whose works I love. Van Gogh is one of those artists I grew up learning about, and even have attempted recreating his paintings in art classes. He always fascinated me, especially the story I was told of his tragic life. I think after reading this biography I was able to much more truly understand the tragedy of Van Gogh - its very much debatable whether you can call his life a tragedy in my opinion.<br/><br/>The story of Vincent Van Gogh is very much also the story of Theodore Van Gogh, his brother. Throughout his life, Theo would be the thread that kept Vincent together mentally and financially, which is very apparent from the letters and correspondences available. Theodore was an art dealer who helped position artists such as Monet into stardom. Vincent on the other hand was always a mess, could never hold a job, was difficult with people, and did not have a welcoming personality.<br/><br/>Vincent Van Gogh was a voracious reader, and throughout the biography there are references to the books he reads, from authors like George Eliot to Emile Zola.. we learn a lot about what influences Van Gogh's thoughts. <br/><br/>To summarize his character a bit more, Van Gogh was restless, he had his own unique idea of what an artist should be that everyone else rejected in practice and theory. He quickly fell from grace with those around him, and many did not wish to stay associated with him, to the point that Vincent continuously was becoming more and more isolated. It's clear that Van Gogh didn't kill himself, we won't know for sure, but he was ill to the point that he would cut off his own ear and give it as a present to a woman at a brothel (they don't tell you the brothel part at school, or his obsessive traits in those respects). He was delusional and spiteful, but would change his mood upon realizing his fault, but usually when it was too late. He did not get along with his parents, his own mother pretty much thought it was a good thing he passed away. The art community thought he was a joke, for the most part, and thought the way he painted was scary, rash and odd. Even with a brother like Theo backing him, he wasn't able to gain positive repertoire until the year of his death.<br/><br/>Naifeh and Smith, who co-wrote this biography as well as Jackson Pollock's (which they won the Pulitzer for) are stunningly detailed. I wish they wrote more artist's biographies, because it's so amazing and engrossing the level of detail provided and their ability to capture the life of the artist. <br/><br/>I highly recommend reading this, you'll be able to have a newfound appreciation for him as an artist when you next visit the MoMA, d'Orsay, or his museum in Amsterdam - or if his works end up on loan. You'll see me at the MoMA staring at the Starry Night once again soon!<br/><br/>Words I learned reading this biography:<br/><b>Oeuvre</b>: The collective works of a painter, composer, or author.<br/><b>Truancy</b>: The act of staying away from school.<br/><b>Pedagogue</b>: A teacher, especially strict.<br/><b>Recalcitrant</b>: Having an obstinately uncooperative attitude towards authority and discipline.<br/><b>Casus belli</b>: An act or situation provoking or justifying war.<br/><b>Parveny</b>: A person of obscure origin who has gained wealth, influence, or celebrity.",,,1,0
12543,Bird by Bird,Anne Lamott,"Lamott, Anne",,"=""""","=""""",4,4.24,Anchor,Paperback,238,1995,1994,2020/01/03,2019/11/29,2020,2020 (#1),read,"This isn't just an instructional book on writing, it is a bit more than that. There's the element of writing, but then the element of realistic expectations to building a skill. <br/><br/><blockquote> ""Good writing is about telling the truth."" </blockquote><br/><br/>Quite often I have to write for work, emails, blog posts, chat messages - although not always the writing Anne may be talking about.. I think her advice can apply. In fact, it feels like all of my friends expect me to write a book, I wouldn't even know where to begin, sometimes I don't even know where to begin with a blog post for work. <br/><br/>I think the pep talk aspect of this book and the little exercises that are suggested are quite obvious, but also something I would never have thought of employing in my own every day until reading this. Short writing assignments will become something I start to do; in fact, these book reviews are exactly that. However, after the last 80ish reviews I have done, maybe I structure my assignment a bit more. Homework for a book review in the future...She also comments that writer's block is just ""looking at the problem from the wrong angle.""<br/><br/><blockquote> ""...get over perfectionism.""</blockquote><br/><br/>Amen to that. I sometimes struggle with this, but her suggestion to write your first draft and understand that <i>no one</i> has to see it is great, I tend to tell myself that already, but I think this helped me reflect to commit to that mentality.<br/><br/>There's more to this book, more about characters, plot, dialogue, etc.. and she even talks about how she carried index cards around to write notes on, which is a habit I know Joan Didion employs in her day to day life. <br/><br/>A lot more to talk about when it comes to this book, especially if you are a writer. I think I feel more confident in my ability to write after this, and that there are ways to improve that confidence even further, and my skill much more. I think many of us at some point have to write, whether its an email or a novel, I think it helps to read and find ways to improve your ability.<br/><br/>Some words I learned reading this book:<br/><b>Kvetch</b>: Complain<br/><b>Priggish</b>: Self-righteously moralistic and superior",,,1,0
118028,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441478123""","=""9780441478125""",5,4.10,Ace,Paperback,366,2010,1969,2020/01/24,2020/01/19,2020,2020 (#6),read,,,,1,0
24770,"Uglies (Uglies, #1)",Scott Westerfeld,"Westerfeld, Scott",,"=""0689865384""","=""9780689865381""",0,3.84,Simon Pulse,Paperback,425,2005,2005,,2020/01/22,to-read,to-read (#234),to-read,,,,0,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",0,4.26,Michael Joseph,Hardcover,416,2017,2017,,2020/01/21,to-read,to-read (#233),to-read,,,,0,0
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne","=""0143037617""","=""9780143037613""",0,4.02,Penguin Books,Paperback,1017,2006,1853,,2020/01/21,to-read,to-read (#232),to-read,,,,0,0
3008,A Little Princess,Frances Hodgson Burnett,"Burnett, Frances Hodgson",U.C. Knoepflmacher,"=""0142437018""","=""9780142437018""",0,4.23,Penguin Books,Paperback,242,2002,1905,,2020/01/21,to-read,to-read (#231),to-read,,,,0,0
28214365,Commonwealth,Ann Patchett,"Patchett, Ann",,"=""0062491792""","=""9780062491794""",0,3.83,Harper,Hardcover,322,2016,2016,,2020/01/20,to-read,to-read (#230),to-read,,,,0,0
9118135,State of Wonder,Ann Patchett,"Patchett, Ann",,"=""0062049801""","=""9780062049803""",0,3.90,HarperCollins Publishers,Hardcover,353,2011,2011,,2020/01/20,to-read,to-read (#229),to-read,,,,0,0
5826,Bel Canto,Ann Patchett,"Patchett, Ann",,"=""""","=""""",0,3.94,Harper Perennial,Paperback,318,2023,2001,,2020/01/20,to-read,to-read (#228),to-read,,,,0,0
40180035,"No Turning Back: Life, Loss, and Hope in Wartime Syria",Rania Abouzeid,"Abouzeid, Rania",,"=""0393356787""","=""9780393356786""",0,4.36,W. W. Norton & Company,Paperback,400,2019,2018,,2020/01/20,to-read,to-read (#227),to-read,,,,0,0
123732,Against Love: A Polemic,Laura Kipnis,"Kipnis, Laura",,"=""0375719326""","=""9780375719325""",0,3.64,Knopf Doubleday Publishing Group,Paperback,224,2004,2003,,2020/01/19,to-read,to-read (#226),to-read,,,,0,0
836937,Synchronicity: An Acausal Connecting Principle,C.G. Jung,"Jung, C.G.",R.F.C. Hull,"=""0691017948""","=""9780691017945""",0,4.02,Princeton University Press,Paperback,115,1973,1952,,2020/01/19,to-read,to-read (#225),to-read,,,,0,0
629429,The World of Yesterday,Stefan Zweig,"Zweig, Stefan",Harry Zohn,"=""0803252242""","=""9780803252240""",0,4.51,University of Nebraska Press,Paperback,455,1964,1942,,2020/01/17,to-read,to-read (#224),to-read,,,,0,0
10579,Everything's Eventual,Stephen        King,"King, Stephen",,"=""1416524355""","=""9781416524359""",0,3.97,Pocket,Mass Market Paperback,605,2005,2002,,2020/01/17,to-read,to-read (#223),to-read,,,,0,0
171020,A Mango-Shaped Space,Wendy Mass,"Mass, Wendy",,"=""0316058254""","=""9780316058254""",0,4.21,"Little, Brown and Company",Paperback,221,2005,2005,,2020/01/17,to-read,to-read (#222),to-read,,,,0,0
23519932,The Sound and the Fury,William Faulkner,"Faulkner, William",,"=""""","=""""",3,3.86,Vintage International,Paperback,326,1990,1929,2020/01/17,2019/11/30,2020,2020 (#3),read,,,,1,0
13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,"Kleon, Austin",,"=""0761169253""","=""9780761169253""",0,3.96,Workman Publishing Company,Paperback,160,2012,2012,,2020/01/17,to-read,to-read (#221),to-read,,,,0,0
1022266,Germinie Lacerteux,Edmond de Goncourt,"Goncourt, Edmond de","Jules de Goncourt, Leonard Tancock","=""0140444386""","=""9780140444384""",0,3.54,Penguin Classics,Paperback,170,1985,1865,,2020/01/11,to-read,to-read (#220),to-read,,,,0,0
41555947,Magic for Liars,Sarah Gailey,"Gailey, Sarah",,"=""""","=""""",0,3.62,Tor Books,Hardcover,336,2019,2019,,2020/01/10,to-read,to-read (#219),to-read,,,,0,0
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",0,4.37,One World,Hardcover,305,2019,2019,,2020/01/09,to-read,to-read (#218),to-read,,,,0,0
18775365,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,Jeff Hobbs,"Hobbs, Jeff",,"=""147673190X""","=""9781476731902""",0,4.14,Scribner,Hardcover,406,2014,2014,,2020/01/05,to-read,to-read (#217),to-read,,,,0,0
45046527,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,"=""""","=""""",0,4.37,Flatiron Books,Hardcover,459,2020,2020,,2020/01/03,to-read,to-read (#216),to-read,,,,0,0
43920105,Be Present in Every Moment': Life Lessons from Moinuddin Chishti,Babli Parveen,"Parveen, Babli",,"=""938756147X""","=""9789387561472""",0,4.24,Aleph Book Company,Kindle Edition,78,2018,,,2020/01/02,to-read,to-read (#215),to-read,,,,0,0
8412663,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.16,Vintage,Kindle Edition,834,2007,1998,,2020/01/02,to-read,to-read (#214),to-read,,,,0,0
12749,"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel",Lydia Davis,"=""0142437964""","=""9780142437964""",0,4.16,Penguin Classics,Paperback,468,2004,1913,,2020/01/01,to-read,to-read (#213),to-read,,,,0,0
342637,Dali: The Paintings,Robert Descharnes,"Descharnes, Robert",Gilles Néret,"=""3822835536""","=""9783822835531""",0,4.20,TASCHEN,Hardcover,780,2004,1994,,2020/01/01,to-read,to-read (#212),to-read,,,,0,0
7826,Joan Didion: Essays & Conversations,Joan Didion,"Didion, Joan",Ellen Friedman,"=""0865380368""","=""9780865380363""",0,4.03,Persea Books,Paperback,196,1985,1984,,2020/01/01,to-read,to-read (#211),to-read,,,,0,0
26883558,The Ballad of Black Tom,Victor LaValle,"LaValle, Victor",,"=""0765387867""","=""9780765387868""",1,3.84,Tordotcom,Paperback,149,2016,2016,2019/06/06,2019/06/03,2019,2019 (#29),read,"I think I missed the point of this because I've never read Lovecraft. It didn't seem very memorable, not much good to say about this one.",,,1,0
6642715,The Forty Rules of Love,Elif Shafak,"Shafak, Elif",,"=""""","=""""",4,4.12,Viking,Hardcover,354,2010,2009,2019/12/23,2019/03/14,2019,2019 (#82),read,"I've put off reading this book for a very long time. I'm excited to have finally read this, and can definitely see myself reading this again, or at least sifting through for passages. I definitely thought the structure of the book, while nothing novel, was done in a way to enhance the story, which sometimes is not the case! It was never difficult to follow, and I became quickly invested in both the modern day stories of Ella and Aziz, as well as the story of Shams and Rumi.<br/><br/>There's so much that is quotable in this book, not just the forty rules of love that Shams will drop every now and then where relevant. It's often down to being about the struggle and balance between several different human aspects. Another way to look at it is its about finding your own way through spirituality while maintaining intellectualism. Often, characters in the book will have one and not the other.<br/><br/>I'm a big believer in challenging what I read, and what I'm told - this book does that through Shams' and Aziz's narratives. They constantly challenge the way you think, deliberately placing some vagueness and rationality into a few sentences to communicate a strong point.<br/><br/><blockquote>""Fret not where the road will take you. Instead concentrate on the first step. That is the hardest part and that is what you are responsible for. Once you take that step let everything do what it naturally does and the rest will follow. Don’t go with the flow. Be the flow."" </blockquote><br/><br/>I may not care too much about the whole 'flow' concept, but I completely agree with the above, quite often I concentrate on an entire task beginning to end, when oftentimes if I just take the first step, maybe I'll start seeing the next steps more clearly.<br/><br/><blockquote>“...those who like to swim close to the surface are content with<br/>the outer meaning of the Quran. Many people are like that. They take the verses too literally...""</blockquote><br/><br/>As a Muslim, I have thought a lot about the above. Our accepted interpretation is forced down upon us, its rationalized, but the reality is that the interpretations that have been taught to us are all human interpretations, and humans and society change. Nobody can perfectly interpret it, and nobody has, so what is it we are really believing and following? I tend to challenge all scholars and imams these days, and this book basically stroked that mental wave into a tsunami. I really loved the bits where Shams challenges Rumi, especially when he challenges him to walk into a tavern, it really reflects our current state of the world. Among Muslims, going to a bar/tavern was, and still is, quite a taboo act that many judge other Muslims by without knowing the full context of their visit. Elif encapsulates so much in that one example with how people judge others but based on lack of true knowledge as to that person's intentions.<br/><br/>This book really makes you think and reflect on aspects of your own life. That is essentially what makes this book (or any book) great.<br/><br/>Words I learned from this book:<br/><b>Supercilious</b>: Behaving as if one is superior to others<br/><b>Mendicant</b>:  Given to begging<br/><b>Vacillate</b>: Alternate or waver between different options or actions; be indecisive<br/><b>Peccadillo</b>: A small relatively unimportant sin<br/>",,,1,0
1044355,When You Are Engulfed in Flames,David Sedaris,"Sedaris, David",,"=""0316143472""","=""9780316143479""",0,4.08,Little Brown and Company,Hardcover,323,2008,2008,,2019/12/31,to-read,to-read (#210),to-read,,,,0,0
38463,If Beale Street Could Talk,James Baldwin,"Baldwin, James",,"=""0307275930""","=""9780307275936""",4,4.27,Vintage,Paperback,197,2006,1974,2019/12/17,2019/07/09,2019,2019 (#80),read,"After reading [b:The Fire Next Time|464260|The Fire Next Time|James Baldwin|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562890148l/464260._SY75_.jpg|1129041], I just knew I had to read more [a:James Baldwin|10427|James Baldwin|https://images.gr-assets.com/authors/1343346341p2/10427.jpg]. I decided to start here because the title looked familiar to me.<br/><br/>I've read books about the incarceration of Black Americans, and all the injustices surrounding our country's treatment of Black Americans. I have friends who experience the tragedies of this, and I have seen the news and the stories etc... What <i>If Beale Street Could Talk</i> showed me that none of those were able to was its heartbreak and disruption to a family. It's a story about love, family, injustice, and anger. There's no happy ending, just the settling in of realities of the situation our country was in during the 60s/70s, and after reading this in 2019, how it sadly is still a relevant issue.<br/><br/><i>“Neither love nor terror makes one blind: indifference makes one blind.”</i>",,,1,0
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",4,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,2019/12/15,2019/12/03,2019,2019 (#79),read,"This book explores how we behave under certain circumstances, often recreated in the market. I thought it was an interesting thing to read as I was reading [b:The Paradox of Choice: Why More Is Less|10639|The Paradox of Choice  Why More Is Less|Barry Schwartz|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410138134l/10639._SY75_.jpg|1157840]. <br/><br/>There's a number of experiments held in this book each looking at specific scenarios to determine what causes irrational behavior. I thought the experiment where understanding how and when a student will decide to cheat was fascinating. I especially thought that when he threw in the experiment about students who read the ten commandments first.<br/><br/>He gets into experiments where people make decisions while aroused, our sense of ownership, decoy options in pricing, anchored experiences etc.. All with good detail and examples to help solidify the understanding.<br/><br/>Some big takeaways I got from here were:<br/><br/>• We are irrational when it comes to Free or to 'Zero'<br/>• Arbitrary coherence between things cause us to behave irrational (in absence of rational understanding)<br/>• We focus on the easy comparisons when making decisions<br/>• Social norms and Market norms cause us to make decisions differently<br/>• Often we focus on what we lose, rather than what we gain<br/>• Assume that everyone sees things the way we see it<br/>• We fall in love with what we already have<br/>• When something is a step removed, we act more irrational towards it<br/><br/>A great read especially since I manage a product. Similar to my reasons for reading <i>Paradox of Choice</i> I had a high interest in this because of my vocation. Highly recommended!",,,1,0
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",4,4.03,Random House,Hardcover,303,2019,2019,2019/11/04,2019/10/09,2019,2019 (#65),read,"<blockquote>""To communicate an identity requires some degree of self-delusion""</blockquote><br/><br/>Jia is talented, she writes so well. I'm glad she's put this book together, and I'm glad there is hype around it, because what she discusses (for the most part) is important! This book is about our current culture paradigm around topics of beauty, feminism, religion, etc... each told in its own essay written by Jia.<br/><br/>Their is an entire chapter dedicated to Beauty, Lululemon, the rise of the work out class culture, the perfect body etc.. was eye-opening. It's good that we diversify more now on what is beauty but its bad that society still values 'beauty'. Rather, society should de-escalate by making beauty matter less.<br/><br/>She even gets into the rise of modern feminism and relates to it from a literary perspective. We've lost the Elizabeth Bennets (from Pride and Prejudice) in literature these days. Then there's Emma Bovary and Anna Karenina, both commit suicide. Jia juxtaposes the two literary icons because of their 'unhappy' marriages which is a reflection of not being able to achieve what they want because of the society they live in. It was a bit more academic of an essay, but it definitely got me (a reader) interested.<br/><br/>This book probably could have done without the second essay about a reality tv show Jia was in.. it was the only weak part of this, in my opinion. <br/><br/>There's a good reason why this has a lot of attention right now, even from Barack Obama. Recommend reading soon, as it's also part of the zeitgeist.",,,1,0
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",4,4.06,W. W. Norton  Company,Paperback,304,2004,2003,2019/12/12,2019/04/30,2019,2019 (#78),read,"What happens to our bodies after we die?  From how a cadaver is made, grave-robbing, to cannibalism, Mary Roach provides us with some education, and some light humor.<br/><br/>Mary starts with giving us a glimpse as to how a cadaver is made. It's a bit gross, and I appreciated her humorous tone. I also really enjoyed how she narrates, mainly because she's 'talking' to the reader, and recalling her in-person experience at hospitals and other places. She does her homework properly!<br/><br/>I never realized how difficult medical research has been due to the lack of suitable cadavers or skeletons/bones. Not to mention, how we need to give students in medical school access to cadavers and skeletons so that they have a close representative of what they will be dealing with when working with patients. So difficult, in fact, that there are sections of this book about body-snatching, grave robbing and black markets for the production and sale of cadavers.<br/><br/>She goes over a lot more, some really interesting threads on cannibalism, burials/funerals, and then there's testing/experimenting with cadavers - apparently Wayne State University in Detroit and the car companies surrounding are some of the biggest researchers that use cadavers for car safety research!<br/><br/>Overall, this was a great book, maybe not for the squeamish. I had fun reading this, and learning about things that will probably only affect me after I'm dead - but I'm glad to know it. Enjoy!",,,1,0
